ein,business_name,source_zip,source_entry
581402855,"EJM Tax Service LLC",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202310259349200826_public.xml"
510161710,"David Ash",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202310259349300231_public.xml"
660601885,"ELFARO DE LOS ANIMALES INC",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202310259349300501_public.xml"
823700969,"BAKER TILLY US LLP",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202310259349300906_public.xml"
232497355,"NE PHYSICIAN SERVICES INC",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202310259349300516_public.xml"
910369835,"Sequim CPA",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202310259349301631_public.xml"
800869493,"RF COMPANY CPAS PS",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202310259349301766_public.xml"
361104744,"FREIDAG ASSOCIATES CPAS",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202310259349301771_public.xml"
133052490,"ERNST &amp; YOUNG US LLP",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202340269349100014_public.xml"
650216638,"BDO USA LLP",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202330269349300428_public.xml"
832275897,"COMMUNITY TRANSFORMERS FOUNDATION",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202310269349100216_public.xml"
844381309,"REDBUSCH FOUNDATION",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202310269349100311_public.xml"
471757019,"JAY MIYAKI CPA LLC",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202320269349100012_public.xml"
232374806,"PERRY N BLACKMAN CPA",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202310269349100506_public.xml"
842192155,"ITS Income Tax Services Inc",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202330269349100613_public.xml"
271227674,"CBIZ MARKS PANETH LLC",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202310269349100501_public.xml"
901028232,"Totherow Haile &amp; Welch CPAs PLLC",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202310269349200316_public.xml"
461966440,"Elliott Advisory Services LLC",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202310269349200321_public.xml"
844932731,"Thursday Morning Dialogue",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202330269349200508_public.xml"
010745314,"SUCCESS FOUNDATION INC",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202310269349200501_public.xml"
272257579,"Professional Accounting &amp; Tax",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202310269349200606_public.xml"
010061310,"John D Toye Tax Practitioner",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202340269349300519_public.xml"
050536041,"LYONS ACCOUNTANCY GROUP",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202310269349300221_public.xml"
204435876,"MADSEN O'MEARA AND COMPANY PC",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202310269349300431_public.xml"
581881120,"LITTLE SHANEYFELT MARSHALL &amp; CO PA",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202310269349301121_public.xml"
916033873,"Beta Omega House Corporation of Delta Gamma Frater",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202310269349301401_public.xml"
232660186,"KRONICK KALADA BERDY &amp; CO PC",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202310269349301501_public.xml"
591913814,"MILLER &amp; MILLER PA CPA",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202310269349301711_public.xml"
650997146,"ELLIOTTS BUSINESS SERVICESINC",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202320109349100002_public.xml"
872379007,"SUNSHINE PEER NETWORK",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202320109349200012_public.xml"
237405665,"AMERICAN FEDERATION OF TEACHERS",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202320109349200122_public.xml"
811263832,"NPO Financial Services LLC",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202320109349200127_public.xml"
823248786,"SELINSGROVE HIGH SCHOOL SOFTBALL BOOSTERS",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202320109349200142_public.xml"
222305956,"Joel G Seasonwein CPA",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202320109349200307_public.xml"
872844768,"QUEENZ PALACE FOUNDATION",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202320109349200412_public.xml"
475612858,"Campbells Enrolled Agents &amp; Co Inc",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202320109349200462_public.xml"
822110143,"FAUNA IN FOCUS INTERNATIONAL INC",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202320109349200527_public.xml"
844578816,"Reed &amp; Davidson LLP",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202320109349200532_public.xml"
237161741,"ROYAL ARCH MASONS OF MASSACHUSETTS",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202320109349200572_public.xml"
953815705,"WEST COAST ENSEMBLE INC",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202320109349200677_public.xml"
201800223,"FOURTH DISTRICT DRUG COURT NONPROFIT CORPORATION",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202320109349200802_public.xml"
872565177,"PAC NW Baseball Group",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202320109349200952_public.xml"
833716892,"PARAGON TAX SERVICES LLC",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202340109349200409_public.xml"
660570446,"FUNDACION EDUCATIVA CONCEPCION",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202320109349300227_public.xml"
741840609,"ANGIE EVANS CPA PLLC",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202320119349300102_public.xml"
752987755,"Kevin F Allen CPA",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202320119349300602_public.xml"
260376891,"BOSCIA &amp; BOSCIA PC LLC",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202340129349202214_public.xml"
061553878,"CLIFTONLARSONALLEN LLP",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202320129339300632_public.xml"
221714041,"GARBARINI &amp; CO PC CPAS",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202320129349100017_public.xml"
226083505,"ERNST &amp; YOUNG US LLP",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202320129349100142_public.xml"
752897585,"Rose Project",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202320129349100182_public.xml"
237444919,"Hanson Sulhoff &amp; Larson",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202320129349100187_public.xml"
956044405,"BARLOW CAMARA &amp; ROWLAND",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202320129349100207_public.xml"
066097792,"VENMAN &amp; CO LLC CPA'S",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202320129349100242_public.xml"
861781193,"LOGAN THOMAS &amp; JOHNSON LLC",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202330129349100213_public.xml"
237102015,"WILKINS MILLER LLC",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202320129349100412_public.xml"
853341366,"Justin D Regan Accountancy Corporation",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202320129349100437_public.xml"
232744470,"BAKER TILLY US LLP",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202320129349100402_public.xml"
133498743,"SILVERCREST FINANCIAL SERVICES INC",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202320129349100422_public.xml"
616074555,"ERNST &amp; YOUNG US LLP",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202320129349100452_public.xml"
473066872,"ALLOY SILVERSTEIN",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202320129349100917_public.xml"
276463143,"WOODBURY GROUP LLC",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202320129349101222_public.xml"
330622423,"Tim G Austgen CPA APC",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202320129349101252_public.xml"
883869708,"Aquarius Tax &amp; Bookkeeping",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202340129349101124_public.xml"
455271329,"STRONG MEN IN TOUGH TIMES MINISTRY",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202320129349200007_public.xml"
141645358,"LUMSDEN &amp; MCCORMICK LLP",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202320129349200012_public.xml"
814638989,"Freeman &amp; Associates Accty Corp",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202320129349200037_public.xml"
237185146,"ELLIOTT &amp; PAINTER LLP",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202320129349200107_public.xml"
010635733,"ROBINSON FARMER COX ASSOCIATES",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202320129349200247_public.xml"
480514053,"FRATERNAL ORDER OF EAGLES",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202320129349200332_public.xml"
841960348,"BOLINGER SEGARS GILBERT AND MOSS LLP",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202320129349200322_public.xml"
680205142,"Earline M La Buy CPA",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202320129349200342_public.xml"
480641086,"BUSENBARK WRIGHT CPA LLC",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202320129349200347_public.xml"
237408657,"RESJ PC",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202320129349200447_public.xml"
954201565,"MILLER KAPLAN ARASE LLP",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202320129349200502_public.xml"
133796877,"K G &amp; ASSOCIATES",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202320129349200612_public.xml"
452899458,"KL CPA &amp; ASSOCIATES LLC",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202320129349200802_public.xml"
461370105,"DONALD L BARLEY CPA",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202320129349201027_public.xml"
954651463,"THOMPSON AND ASSOCIATES",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202320129349201092_public.xml"
562447535,"Zeta Phi Beta Sorority Incorporated - State of Mississippi",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202320129349201082_public.xml"
237005032,"ALAN D SCHAUER CPA P C",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202320129349201107_public.xml"
263537608,"WIDMER ROEL PC",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202320129349201212_public.xml"
475076156,"MARK CONNER CPA PLLC",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202320129349201417_public.xml"
113718319,"Donnelly-Boland Tax Services LLC",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202320129349201522_public.xml"
834714331,"George Prytula III CPA PLLC",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202320129349201702_public.xml"
237445926,"KAREN REDING CPA",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202320129349201832_public.xml"
943001353,"Shining Star Consulting LLC",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202320129349202007_public.xml"
852512299,"CHANGE THE REZ INC",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202320129349202112_public.xml"
273748042,"ROY E CARTER CPA PC",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202320129349202102_public.xml"
431993631,"ACCOUNTANT IN YOUR POCKET",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202320129349202242_public.xml"
201790141,"MARCIA C PORTER CPA",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202320129349202417_public.xml"
042760675,"AMICHETTI &amp; COMPANY",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202320129349202507_public.xml"
570693597,"ROBERT P McCULLOUGH CPA LLC",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202320129349202902_public.xml"
651283291,"SBA Accounting &amp; Tax Solutions",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202320129349202952_public.xml"
853820134,"MOMS OF BOTH",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202320129349203057_public.xml"
272386592,"LICARI LARSEN AND COMPANY",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202320129349300217_public.xml"
351642433,"SARE ASSOCIATES PC",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202320129349300317_public.xml"
237086508,"BUTLER BURKE LLP",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202320129349300412_public.xml"
351691113,"SIKICH LLP",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202320129349300642_public.xml"
272500188,"SARAH WILLIAMSON CPA LLC",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202320129349300722_public.xml"
821433644,"CASSIDY CPA",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202320129349301027_public.xml"
611417378,"OVERMAN &amp; PARKS CPAS PA",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202320129349301262_public.xml"
141779621,"THE HOFFMAN EELLS GROUP CPAS PC",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202320129349301312_public.xml"
300948336,"JUNKERMIERCLARKCAMPANELLASTEVENS PC",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202320129349301907_public.xml"
464828915,"CONSIDINE &amp; CONSIDINE",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202320129349302107_public.xml"
832747834,"WHITTLESEY PC",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202320129349302357_public.xml"
223517160,"CARAS &amp; SHULMAN PC",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202320129349302387_public.xml"
465607290,"Mark Schwing CPA PC",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202320129349302512_public.xml"
800813388,"RODNEY M FOUNTAIN CPA",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202320129349302642_public.xml"
454987944,"Duben &amp; Associates",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202320129349302687_public.xml"
262148263,"MATTHEWS CARTER &amp; BOYCE",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202320129349302902_public.xml"
020813424,"PETER WYLIE CPA",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202320129349303477_public.xml"
042759640,"Nichols &amp; Company CPA PC",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202320129349303537_public.xml"
570932522,"Michael E Fortune CPA",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202320129349303777_public.xml"
951708680,"H Ellsworth Vines CPA",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202320129349303837_public.xml"
272276242,"SECOND HARVEST ASIA",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202320129349303862_public.xml"
314423432,"LOVELL BETZ &amp; ASSOCIATES LLC",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202320129349303962_public.xml"
236628440,"PRICEWATERHOUSECOOPERS LLP",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202320139349100027_public.xml"
516021149,"ERNST &amp; YOUNG US LLP",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202340139349101409_public.xml"
396042846,"TRUSTED CPAS &amp; ADVISORS LLC",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202320139349100607_public.xml"
236747076,"PRICEWATERHOUSECOOPERS LLP",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202320139349100617_public.xml"
936187704,"PRICEWATERHOUSECOOPERS LLP",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202320139349100612_public.xml"
010692828,"UHY ADVISORS NE LLC",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202320139349100817_public.xml"
326395603,"PRICEWATERHOUSECOOPERS LLP",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202320139349100802_public.xml"
631234814,"RSM US LLP",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202320139349101307_public.xml"
853188512,"IMMEASURABLY MORE 320",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202320139349200012_public.xml"
364709208,"AMATEUR ATHLETIC UNION OF THE UNITED STATES",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202320139349200537_public.xml"
472129149,"BACH CELLO SUITES WORKSHOP INC",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202320139349200917_public.xml"
273736848,"Pennys Tax and Accounting",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202340139349201019_public.xml"
943049303,"MONICA J STERN CPA PLLC",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202320139349201302_public.xml"
016018816,"OUELLETTE &amp; ASSOCIATES PA",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202320139349201322_public.xml"
832557272,"ARIZONA STATE SOCCER ASSOCIATION INC",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202320139349201342_public.xml"
853453184,"Hinkle &amp; Company PC",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202340139349201234_public.xml"
226059246,"WithumSmithBrown PC",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202320139349201627_public.xml"
237157971,"SHULTZ HUBER &amp; ASSOCIATES INC",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202320139349300442_public.xml"
205602907,"FAITHFUL FRIENDS",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202320139349300547_public.xml"
222134689,"Barbetti McHale LLC",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202320139349300937_public.xml"
020216425,"ANDERSON &amp; GILBERT INC",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202320139349301757_public.xml"
660399738,"RAO Associates LLC",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202320139349301632_public.xml"
582077522,"BENNETT THRASHER LLP",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202320139349301702_public.xml"
812221748,"ARACELLY INC",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202320149349100102_public.xml"
237081299,"FAIR OAKS CHARITABLE TRUST",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202320149349100612_public.xml"
660847813,"ADOPTANDO EN PR INC",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202320149349300012_public.xml"
853433489,"carenation pediatrics",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202320149349300202_public.xml"
471901418,"DRESS FOR SUCCESS SACRAMENTO",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202320149349300402_public.xml"
980197116,"JEWISH COMMUNITY CENTRE OF GREATER VANCOUVER",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202320149349300507_public.xml"
262710616,"W DAVID COFFMAN CPA PC",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202320159349300102_public.xml"
660289274,"TANNER &amp; ASSOCIATES CPA LLC",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202320159349300407_public.xml"
261619601,"THOMPSON GREENSPON",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202320169349100002_public.xml"
721209111,"Melissa M James EA LLC",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202320169349100302_public.xml"
863844543,"DAVID C CHVATAL CPA PC",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202320169349100902_public.xml"
226094230,"PENNINGTON PLAYERS",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202320169349200307_public.xml"
383643174,"Canale Insurance &amp; Accounting LLC",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202320169349200622_public.xml"
570691134,"GRIFFIN BEACH &amp; COMPANY PA",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202320169349200727_public.xml"
853367663,"Hinkle &amp; Company PC",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202340169349200534_public.xml"
912090526,"MOSS ADAMS LLP",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202320169349200932_public.xml"
470386450,"FRATERNAL ORDER OF EAGLES",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202320169349200937_public.xml"
270435134,"Tod Wilson CPA",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202320169349201212_public.xml"
462269151,"MILL VALLEY LABS INC",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202320169349201552_public.xml"
150311697,"BOWERS &amp; COMPANY CPAS PLLC",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202320169349300007_public.xml"
871690557,"KAUFMAN &amp; COMPANY PA",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202320169349300137_public.xml"
593843249,"PEARLAND THEATRE GUILD",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202320169349300437_public.xml"
845074164,"PORTE BROWN LLC",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202320169349300622_public.xml"
361861067,"THOMAS J DWYER &amp; ASSOCIATES LLC",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202320169349301237_public.xml"
831938535,"ADMAX SERVICING LLC",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202320169349301562_public.xml"
020615986,"KPMG LLP",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202320179349300622_public.xml"
521808636,"JB TAX &amp; ADVISORY SERVICES LLC",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202320179349100012_public.xml"
273817626,"HOLTHOUSE CARLIN &amp; VAN TRIGT LLP",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202320179349100117_public.xml"
871015210,"Entholpy EMC Inc",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202320179349100207_public.xml"
311516713,"9258 TAX PREPARATION AND PLANNING LLC",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202320179349100412_public.xml"
366051686,"STOCKING AND HEARD CPAS LLC",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202320179349100517_public.xml"
853838616,"HIGHNOON CARES",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202320179349200002_public.xml"
770414181,"CALIFORNIA TEACHERS ASSOCIATION",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202320179349200102_public.xml"
020645040,"CHARLES KAUFMAN",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202320179349200142_public.xml"
386085405,"JR Helms &amp; Associates PC",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202320179349200227_public.xml"
841055255,"WESTMINSTER AREA COMMUNITY",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202320179349200417_public.xml"
831793133,"AMATEUR ATHLETIC UNION OF THE UNITED STATES INC",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202320179349200427_public.xml"
351170805,"CG CPAS INC",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202320179349200707_public.xml"
822496624,"ASIA PACIFIC COMMONWEALTH FOUNDATION INC",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202320179349200807_public.xml"
562203544,"The Debutante Club of Greensboro",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202320179349200812_public.xml"
455532512,"Accel Tax &amp; Business Services LLC",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202320179349200912_public.xml"
550672212,"Brooks Cottle CPA PC",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202320179349201207_public.xml"
850292556,"STONE MCGEE &amp; CO CPA'S",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202320179349300617_public.xml"
814300312,"Carnahan and Associates LLC",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202320179349300717_public.xml"
364582437,"WIPFLI LLP",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202320179349300737_public.xml"
824028390,"RS ASSOCIATES",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202320179349301102_public.xml"
521829463,"COUNCILOR BUCHANAN &amp; MITCHELL PC",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202320179349301207_public.xml"
870225321,"BECKYS ACCTNG &amp; TAX SERVICE",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202320179349301407_public.xml"
843406869,"MARCUM LLP",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202320179349301652_public.xml"
454997936,"SHERMAN FINANCIAL MANAGEMENT LLC",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202320179349301772_public.xml"
756639776,"LAYTON LAYTON &amp; TOBLER LLP CPAS",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202320179349301912_public.xml"
240854970,"CAMPBELL RAPPOLD &amp; YURASITS LLP",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202320179349301962_public.xml"
261539981,"WHITLEY PENN LLP",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202320189349100002_public.xml"
872385049,"KENNETH L KARST RACIAL EQUITY FOUNDATION",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202320189349100102_public.xml"
113631379,"GRAFER FOUNDATION",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202320189349100107_public.xml"
871464343,"DAYS END GROUP OF AA INC",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202320189349100312_public.xml"
821583670,"The Ray G and Patrice C Washington Foundation NFP",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202320189349100507_public.xml"
204002634,"Ten Forty Plus Quality Tax Prep",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202320189349100707_public.xml"
203128115,"GIFTS OF JOY FOUNDATION",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202320189349100717_public.xml"
562298541,"MT PLEASANT FUND INC",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202320189349100712_public.xml"
300990325,"EAGLE LEARNING CENTER",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202320189349200012_public.xml"
275465580,"EZ TAX SOLUTIONS INC",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202320189349200502_public.xml"
237566335,"TSAGARIS &amp; TSAGARIS CPA'S PA",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202320189349200612_public.xml"
911784016,"IACOPI LENZ &amp; COMPANY",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202320189349200527_public.xml"
363463123,"CLIFTONLARSONALLEN LLP",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202320189349200632_public.xml"
465266618,"HARVEY JUDKOWITZ CPA",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202320189349200707_public.xml"
834176087,"JOHN B CROZIER III PC",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202320189349200717_public.xml"
742825392,"M ESTELLENE MCCORMICK",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202320189349300002_public.xml"
843974003,"EVANS HARVILLE ATWELL &amp; CO CPAS PLLC",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202320189349300332_public.xml"
231979460,"O'CONNELL &amp; COMPANY LLC",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202320189349301002_public.xml"
382605071,"DAVID DUFFY CPA PLLC",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202320189349301272_public.xml"
455169450,"JASON WILEY SIMPSON PA",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202320199349100102_public.xml"
920543189,"FATHOM EDUCATION FUND INC",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202320199349100212_public.xml"
842012604,"OFF THE STREETS &amp; ON THE STREAMS",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202320199349100402_public.xml"
510169327,"MARK BLAQUIERE CPA",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202320199349100707_public.xml"
920082871,"Interior Accountants Service Inc",2023_TEOS_XML_01A,"2023_TEOS_XML_01A/202320199349200022_public.xml"
